group,source,factor_id,name,expression,adj_type
qlib_builtin,qlib_builtin,qb_dist_low_20,相对20日最低价偏离,"$close / Min($low, 20) - 1",前复权
qlib_builtin,qlib_builtin,qb_div_px_vol_20,20日量价背离,"$close / Ref($close, 20) - 1 - (Mean($vol, 5) / Mean($vol, 20) - 1)",前复权
qlib_builtin,qlib_builtin,qb_ma_bias_20,相对20日均线偏离,"$close / Mean($close, 20) - 1",前复权
qlib_builtin,qlib_builtin,qb_ma_bias_60,相对60日均线偏离,"$close / Mean($close, 60) - 1",前复权
qlib_builtin,qlib_builtin,qb_macd_hist,MACD柱值,"EMA($close, 12) - EMA($close, 26) - EMA(EMA($close, 12) - EMA($close, 26), 9)",前复权
qlib_builtin,qlib_builtin,qb_mom_10,10日收益率动量,"$close / Ref($close, 10) - 1",前复权
qlib_builtin,qlib_builtin,qb_mom_5,5日收益率动量,"$close / Ref($close, 5) - 1",前复权
qlib_builtin,qlib_builtin,qb_mom_60,60日收益率动量,"$close / Ref($close, 60) - 1",前复权
qlib_builtin,qlib_builtin,qb_rsi_14,RSI14,"100 - 100 / (1 + Mean(Greater($close - Ref($close, 1), 0), 14) / (Mean(Abs($close - Ref($close, 1)), 14) + 1e-12))",前复权
qlib_builtin,qlib_builtin,qb_turn_mean_20,20日换手率均值,"Mean($turn_over, 20)",不复权
qlib_builtin,qlib_builtin,qb_turn_mean_5,5日换手率均值,"Mean($turn_over, 5)",不复权
qlib_builtin,qlib_builtin,qb_turn_std_20,20日换手率波动率,"Std($turn_over, 20)",不复权
qlib_builtin,qlib_builtin,qb_vol_ret_60,60日收益波动率,"Std($close / Ref($close, 1) - 1, 60)",前复权
qlib_builtin,qlib_builtin,qb_volratio_5_20,5日量比相对20日,"Mean($vol, 5) / Mean($vol, 20)",前复权
rdexp,wide_table,rd_growth_20,研发费用20日增速,"$rd_exp / (Ref($rd_exp, 20) + 1e-12) - 1",不复权
rdexp,wide_table,rd_growth_60,研发费用60日增速,"$rd_exp / (Ref($rd_exp, 60) + 1e-12) - 1",不复权
rdexp,wide_table,rd_intensity,研发投入强度,$rd_exp / ($total_mv + 1e-12),不复权
rdexp,wide_table,rd_intensity_bias60,研发投入强度60日偏离,"($rd_exp / ($total_mv + 1e-12) - Mean($rd_exp / ($total_mv + 1e-12), 60)) / (Std($rd_exp / ($total_mv + 1e-12), 60) + 1e-12)",不复权
rdexp,wide_table,rd_intensity_chg20,研发投入强度20日变化,"$rd_exp / ($total_mv + 1e-12) - Ref($rd_exp, 20) / (Ref($total_mv, 20) + 1e-12)",不复权
rdexp,wide_table,rd_momentum,研发费用动量,"Slope($rd_exp, 20) / (Mean($rd_exp, 20) + 1e-12)",不复权
rdexp,wide_table,rd_to_revenue_proxy,研发占营收代理,$rd_exp / ($amount * 252 + 1e-12),不复权
risk_model,custom,rm_beta_120,Beta_120日,"Slope($close / Ref($close, 1) - 1, 120)",前复权
risk_model,custom,rm_beta_20,Beta_20日,"Slope($close / Ref($close, 1) - 1, 20)",前复权
risk_model,custom,rm_beta_252,Beta_252日,"Slope($close / Ref($close, 1) - 1, 252)",前复权
risk_model,custom,rm_beta_60,Beta_60日,"Slope($close / Ref($close, 1) - 1, 60)",前复权
risk_model,custom,rm_cmra_12m,累计收益振幅_12月,"Max($close / Ref($close, 21) - 1, 252) - Min($close / Ref($close, 21) - 1, 252)",前复权
risk_model,custom,rm_cmra_6m,累计收益振幅_6月,"Max($close / Ref($close, 21) - 1, 126) - Min($close / Ref($close, 21) - 1, 126)",前复权
risk_model,custom,rm_composite_risk,综合风险因子,"0.5 * Std($close / Ref($close, 1) - 1, 252) + 0.35 * (Max($close / Ref($close, 21) - 1, 252) - Min($close / Ref($close, 21) - 1, 252)) + 0.15 * Std($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 252), 252)",前复权
risk_model,custom,rm_downside_vol_20,下行波动率_20日,"Std(If($close / Ref($close, 1) - 1 < 0, $close / Ref($close, 1) - 1, 0), 20)",前复权
risk_model,custom,rm_downside_vol_60,下行波动率_60日,"Std(If($close / Ref($close, 1) - 1 < 0, $close / Ref($close, 1) - 1, 0), 60)",前复权
risk_model,custom,rm_hsigma_120,残差波动率_120日,"Std($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 120), 120)",前复权
risk_model,custom,rm_hsigma_20,残差波动率_20日,"Std($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 20), 20)",前复权
risk_model,custom,rm_hsigma_252,残差波动率_252日,"Std($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 252), 252)",前复权
risk_model,custom,rm_hsigma_60,残差波动率_60日,"Std($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 60), 60)",前复权
risk_model,custom,rm_kurt_120,峰度_120日,"Mean(($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 120)) ** 4, 120) / (Std($close / Ref($close, 1) - 1, 120) ** 4 + 1e-12) - 3",前复权
risk_model,custom,rm_kurt_20,峰度_20日,"Mean(($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 20)) ** 4, 20) / (Std($close / Ref($close, 1) - 1, 20) ** 4 + 1e-12) - 3",前复权
risk_model,custom,rm_kurt_60,峰度_60日,"Mean(($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 60)) ** 4, 60) / (Std($close / Ref($close, 1) - 1, 60) ** 4 + 1e-12) - 3",前复权
risk_model,custom,rm_max_drawdown_20,最大回撤_20日,"($close - Max($high, 20)) / (Max($high, 20) + 1e-12)",前复权
risk_model,custom,rm_max_drawdown_60,最大回撤_60日,"($close - Max($high, 60)) / (Max($high, 60) + 1e-12)",前复权
risk_model,custom,rm_skew_120,偏度_120日,"Mean(($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 120)) ** 3, 120) / (Std($close / Ref($close, 1) - 1, 120) ** 3 + 1e-12)",前复权
risk_model,custom,rm_skew_20,偏度_20日,"Mean(($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 20)) ** 3, 20) / (Std($close / Ref($close, 1) - 1, 20) ** 3 + 1e-12)",前复权
risk_model,custom,rm_skew_60,偏度_60日,"Mean(($close / Ref($close, 1) - 1 - Mean($close / Ref($close, 1) - 1, 60)) ** 3, 60) / (Std($close / Ref($close, 1) - 1, 60) ** 3 + 1e-12)",前复权
risk_model,custom,rm_tail_risk_20,尾部风险_20日,"Quantile($close / Ref($close, 1) - 1, 20, 0.05)",前复权
risk_model,custom,rm_tail_risk_60,尾部风险_60日,"Quantile($close / Ref($close, 1) - 1, 60, 0.05)",前复权
risk_model,custom,rm_updown_vol_ratio_20,上下行波动比_20日,"Std(If($close / Ref($close, 1) - 1 > 0, $close / Ref($close, 1) - 1, 0), 20) / (Std(If($close / Ref($close, 1) - 1 < 0, $close / Ref($close, 1) - 1, 0), 20) + 1e-12)",前复权
risk_model,custom,rm_updown_vol_ratio_60,上下行波动比_60日,"Std(If($close / Ref($close, 1) - 1 > 0, $close / Ref($close, 1) - 1, 0), 60) / (Std(If($close / Ref($close, 1) - 1 < 0, $close / Ref($close, 1) - 1, 0), 60) + 1e-12)",前复权
risk_model,custom,rm_vol_of_vol_60,波动率的波动率_60日,"Std(Std($close / Ref($close, 1) - 1, 20), 60)",前复权
risk_model,custom,rm_vol_regime_chg,波动率状态切换,"Std($close / Ref($close, 1) - 1, 10) / (Std($close / Ref($close, 1) - 1, 60) + 1e-12)",前复权
risk_model,custom,rm_volatility_120,波动率_120日,"Std($close / Ref($close, 1) - 1, 120)",前复权
risk_model,custom,rm_volatility_20,波动率_20日,"Std($close / Ref($close, 1) - 1, 20)",前复权
risk_model,custom,rm_volatility_252,波动率_252日,"Std($close / Ref($close, 1) - 1, 252)",前复权
risk_model,custom,rm_volatility_60,波动率_60日,"Std($close / Ref($close, 1) - 1, 60)",前复权
statistics,custom,stat_consecutive_up,连续上涨天数5日,"Sum(If($close > Ref($close, 1), 1, 0), 5)",前复权
statistics,custom,stat_max_drawdown_10,最大回撤10日,"($close - Max($high, 10)) / (Max($high, 10) + 1e-12)",前复权
statistics,custom,stat_recovery_speed,低点回复速度,"$close / Min($low, 10) - 1",前复权
statistics,custom,stat_ret_autocorr_5,收益率自相关5日,"Corr($close / Ref($close, 1) - 1, Ref($close / Ref($close, 1) - 1, 1), 5)",前复权
statistics,custom,stat_ret_kurt_20,收益率峰度20日,"Kurt($close / Ref($close, 1) - 1, 20)",前复权
statistics,custom,stat_updown_ratio,上涨比率20日,"Mean(If($close > Ref($close, 1), 1, 0), 20)",前复权
tech_indicator,joinquant,ti_002,超买超卖型_BIAS6_乖离率,"($close - Mean($close, 6)) / Mean($close, 6) * 100",前复权
tech_indicator,joinquant,ti_003,超买超卖型_BIAS12_乖离率,"($close - Mean($close, 12)) / Mean($close, 12) * 100",前复权
tech_indicator,joinquant,ti_004,超买超卖型_BIAS24_乖离率,"($close - Mean($close, 24)) / Mean($close, 24) * 100",前复权
tech_indicator,joinquant,ti_005,超买超卖型_CCI_商品路径指标,"(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 14)) / (0.015 * Mean(Abs(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 14)), 14))",前复权
tech_indicator,joinquant,ti_006,超买超卖型_KDJ_RSV,"($close - Min($low, 9)) / (Max($high, 9) - Min($low, 9)) * 100",前复权
tech_indicator,joinquant,ti_008,超买超卖型_MTM_动量线,"$close - Ref($close, 14)",前复权
tech_indicator,joinquant,ti_010,超买超卖型_RSI6_相对强弱指标,"EMA(Greater($close - Ref($close, 1), 0), 6) / EMA(Abs($close - Ref($close, 1)), 6) * 100",前复权
tech_indicator,joinquant,ti_011,超买超卖型_RSI12_相对强弱指标,"EMA(Greater($close - Ref($close, 1), 0), 12) / EMA(Abs($close - Ref($close, 1)), 12) * 100",前复权
tech_indicator,joinquant,ti_012,超买超卖型_RSI24_相对强弱指标,"EMA(Greater($close - Ref($close, 1), 0), 24) / EMA(Abs($close - Ref($close, 1)), 24) * 100",前复权
tech_indicator,joinquant,ti_013,超买超卖型_OSC_变动速率线,"$close / Mean($close, 20) * 100",前复权
tech_indicator,joinquant,ti_014,超买超卖型_UDL_引力线,"(Mean($close, 3) + Mean($close, 5) + Mean($close, 10) + Mean($close, 20)) / 4",前复权
tech_indicator,joinquant,ti_015,超买超卖型_WR_威廉指标,"(Max($high, 10) - $close) / (Max($high, 10) - Min($low, 10)) * 100",前复权
tech_indicator,joinquant,ti_016,超买超卖型_ADTM_动态买卖气指标,"(Sum(If($open > Ref($open, 1), Greater($high - $open, $open - Ref($open, 1)), 0), 23) - Sum(If($open < Ref($open, 1), Greater($open - $low, $open - Ref($open, 1)), 0), 23)) / Greater(Sum(If($open > Ref($open, 1), Greater($high - $open, $open - Ref($open, 1)), 0), 23), Sum(If($open < Ref($open, 1), Greater($open - $low, $open - Ref($open, 1)), 0), 23))",前复权
tech_indicator,joinquant,ti_017,趋势型_DMA_平均差,"Mean($close, 10) - Mean($close, 50)",前复权
tech_indicator,joinquant,ti_018,趋势型_DPO_区间震荡线,"$close - Ref(Mean($close, 20), 11)",前复权
tech_indicator,joinquant,ti_019,趋势型_EMV_简易波动指标,"Mean((($high + $low) / 2 - (Ref($high, 1) + Ref($low, 1)) / 2) / ($vol / ($high - $low)), 14)",前复权
tech_indicator,joinquant,ti_020,趋势型_MACD_DIF,"EMA($close, 12) - EMA($close, 26)",前复权
tech_indicator,joinquant,ti_021,趋势型_MACD_DEA,"EMA(EMA($close, 12) - EMA($close, 26), 9)",前复权
tech_indicator,joinquant,ti_022,趋势型_MACD_HIST,"(EMA($close, 12) - EMA($close, 26)) - EMA(EMA($close, 12) - EMA($close, 26), 9)",前复权
tech_indicator,joinquant,ti_023,趋势型_TRIX_三重指数平滑,"(EMA(EMA(EMA($close, 12), 12), 12) - Ref(EMA(EMA(EMA($close, 12), 12), 12), 1)) / Ref(EMA(EMA(EMA($close, 12), 12), 12), 1) * 100",前复权
tech_indicator,joinquant,ti_024,趋势型_UOS_终极指标,"(Sum($close - Less($low, Ref($close, 1)), 7) / Sum(Greater($high, Ref($close, 1)) - Less($low, Ref($close, 1)), 7) * 4 + Sum($close - Less($low, Ref($close, 1)), 14) / Sum(Greater($high, Ref($close, 1)) - Less($low, Ref($close, 1)), 14) * 2 + Sum($close - Less($low, Ref($close, 1)), 28) / Sum(Greater($high, Ref($close, 1)) - Less($low, Ref($close, 1)), 28)) / 7 * 100",前复权
tech_indicator,joinquant,ti_026,趋势型_WVAD_威廉变异离散量,"Sum(($close - $open) / ($high - $low) * $vol, 24)",前复权
tech_indicator,joinquant,ti_027,趋势型_CHO_佳庆指标,"EMA((($close - $low) - ($high - $close)) / ($high - $low) * $vol, 10) - EMA((($close - $low) - ($high - $close)) / ($high - $low) * $vol, 20)",前复权
tech_indicator,joinquant,ti_030,能量型_CR_带状能量线,"Sum(Greater($high - Ref(($high + $low + $close) / 3, 1), 0), 26) / Sum(Greater(Ref(($high + $low + $close) / 3, 1) - $low, 0), 26) * 100",前复权
tech_indicator,joinquant,ti_032,能量型_PCNT_幅度比,"($close - Ref($close, 1)) / Ref($close, 1) * 100",前复权
tech_indicator,joinquant,ti_035,成交量型_AMO_成交金额,$amount,前复权
tech_indicator,joinquant,ti_036,成交量型_VOL_成交量,$vol,前复权
tech_indicator,joinquant,ti_037,成交量型_LB_量比,"$vol / Mean($vol, 5)",前复权
tech_indicator,joinquant,ti_038,成交量型_VRSI6_相对强弱量,"EMA(Greater($vol - Ref($vol, 1), 0), 6) / EMA(Abs($vol - Ref($vol, 1)), 6) * 100",前复权
tech_indicator,joinquant,ti_039,成交量型_VRSI12_相对强弱量,"EMA(Greater($vol - Ref($vol, 1), 0), 12) / EMA(Abs($vol - Ref($vol, 1)), 12) * 100",前复权
tech_indicator,joinquant,ti_040,成交量型_VRSI24_相对强弱量,"EMA(Greater($vol - Ref($vol, 1), 0), 24) / EMA(Abs($vol - Ref($vol, 1)), 24) * 100",前复权
tech_indicator,joinquant,ti_041,成交量型_HSL_换手率,$vol / $close,前复权
tech_indicator,joinquant,ti_042,均线型_BBI_多空均线,"(Mean($close, 3) + Mean($close, 6) + Mean($close, 12) + Mean($close, 24)) / 4",前复权
tech_indicator,joinquant,ti_043,均线型_EXPMA12_指数平均线,"EMA($close, 12)",前复权
tech_indicator,joinquant,ti_044,均线型_EXPMA50_指数平均线,"EMA($close, 50)",前复权
tech_indicator,joinquant,ti_045,均线型_MA5_均线,"Mean($close, 5)",前复权
tech_indicator,joinquant,ti_046,均线型_MA10_均线,"Mean($close, 10)",前复权
tech_indicator,joinquant,ti_047,均线型_MA20_均线,"Mean($close, 20)",前复权
tech_indicator,joinquant,ti_048,均线型_MA60_均线,"Mean($close, 60)",前复权
tech_indicator,joinquant,ti_049,均线型_HMA_高价平均线,"Mean($high, 12)",前复权
tech_indicator,joinquant,ti_050,均线型_LMA_低价平均线,"Mean($low, 12)",前复权
tech_indicator,joinquant,ti_051,均线型_EMA_指数移动平均,"EMA($close, 30)",前复权
tech_indicator,joinquant,ti_053,路径型_BOLL_UP,"Mean($close, 20) + 2 * Std($close, 20)",前复权
tech_indicator,joinquant,ti_054,路径型_BOLL_DN,"Mean($close, 20) - 2 * Std($close, 20)",前复权
tech_indicator,joinquant,ti_055,路径型_BOLL_WIDTH,"4 * Std($close, 20) / Mean($close, 20)",前复权
tech_indicator,joinquant,ti_056,路径型_BOLL_PCT_B,"($close - (Mean($close, 20) - 2 * Std($close, 20))) / (4 * Std($close, 20))",前复权
tech_indicator,joinquant,ti_057,路径型_ENE_UP_轨道线上轨,"Mean($close, 25) * 1.06",前复权
tech_indicator,joinquant,ti_058,路径型_ENE_MID_轨道线中轨,"Mean($close, 25)",前复权
tech_indicator,joinquant,ti_059,路径型_ENE_DN_轨道线下轨,"Mean($close, 25) * 0.94",前复权
tech_indicator,joinquant,ti_060,路径型_MIKE_WR_初级压力,"($high + $low + $close) / 3 + (($high + $low + $close) / 3 - Min($low, 10))",前复权
tech_indicator,joinquant,ti_061,路径型_MIKE_WS_初级支撑,"($high + $low + $close) / 3 - (Max($high, 10) - ($high + $low + $close) / 3)",前复权
tech_indicator,joinquant,ti_064,超买超卖型_NATR_归一化真实波幅,"Mean(Greater(Greater($high - $low, Abs($high - Ref($close, 1))), Abs($low - Ref($close, 1))), 14) / $close * 100",前复权
tech_indicator,joinquant,ti_065,超买超卖型_BIAS_ABS20,"Abs($close - Mean($close, 20)) / Mean($close, 20) * 100",前复权
tech_indicator,joinquant,ti_066,超买超卖型_INTRA_POS_日内位置,($close - $low) / ($high - $low),前复权
tech_indicator,joinquant,ti_067,能量型_INTRA_RANGE_日内波幅,($high - $low) / $close,前复权
tech_indicator,joinquant,ti_068,成交量型_VP_CORR_量价相关,"Corr($close, $vol, 10)",前复权
tech_indicator,joinquant,ti_069,成交量型_AMO_BIAS_成交额偏离,"($amount - Mean($amount, 20)) / Mean($amount, 20)",前复权
tech_indicator,joinquant,ti_070,能量型_CV20_变异系数,"Std($close, 20) / Mean($close, 20)",前复权
tech_indicator,joinquant,ti_071,趋势型_MTM_ACC_动量加速,"($close - Ref($close, 5)) - Ref($close - Ref($close, 5), 5)",前复权
tech_indicator,joinquant,ti_072,均线型_MA_ALIGN_均线排列,"If(Mean($close, 5) > Mean($close, 10), 1, 0) + If(Mean($close, 10) > Mean($close, 20), 1, 0) + If(Mean($close, 20) > Mean($close, 60), 1, 0)",前复权
tech_indicator,joinquant,ti_073,路径型_BOLL_ZSCORE,"($close - Mean($close, 20)) / Std($close, 20)",前复权
tech_indicator,joinquant,ti_074,成交量型_VOL_SURGE_量能突破,"$vol / Mean($vol, 20)",前复权
wide_cashflow_leverage,wide_table,wide_bps_bias20,每股净资产20日偏离,"($bps - Mean($bps, 20)) / (Std($bps, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_bps_chg20,每股净资产20日变化,"$bps / (Ref($bps, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_bps_chg5,每股净资产5日变化,"$bps / (Ref($bps, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_bps_chg60,每股净资产60日变化,"$bps / (Ref($bps, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_bps_raw,每股净资产(原始),$bps,不复权
wide_cashflow_leverage,wide_table,wide_current_ratio_bias20,流动比率20日偏离,"($current_ratio - Mean($current_ratio, 20)) / (Std($current_ratio, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_current_ratio_chg20,流动比率20日变化,"$current_ratio / (Ref($current_ratio, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_current_ratio_chg5,流动比率5日变化,"$current_ratio / (Ref($current_ratio, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_current_ratio_chg60,流动比率60日变化,"$current_ratio / (Ref($current_ratio, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_current_ratio_raw,流动比率(原始),$current_ratio,不复权
wide_cashflow_leverage,wide_table,wide_debt_to_assets_bias20,资产负债率20日偏离,"($debt_to_assets - Mean($debt_to_assets, 20)) / (Std($debt_to_assets, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_debt_to_assets_chg20,资产负债率20日变化,"$debt_to_assets / (Ref($debt_to_assets, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_debt_to_assets_chg5,资产负债率5日变化,"$debt_to_assets / (Ref($debt_to_assets, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_debt_to_assets_chg60,资产负债率60日变化,"$debt_to_assets / (Ref($debt_to_assets, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_debt_to_assets_raw,资产负债率(原始),$debt_to_assets,不复权
wide_cashflow_leverage,wide_table,wide_eps_bias20,每股收益20日偏离,"($eps - Mean($eps, 20)) / (Std($eps, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_eps_chg20,每股收益20日变化,"$eps / (Ref($eps, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_eps_chg5,每股收益5日变化,"$eps / (Ref($eps, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_eps_chg60,每股收益60日变化,"$eps / (Ref($eps, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_eps_raw,每股收益(原始),$eps,不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_or_bias20,经营现金流/营收20日偏离,"($ocf_to_or - Mean($ocf_to_or, 20)) / (Std($ocf_to_or, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_or_chg20,经营现金流/营收20日变化,"$ocf_to_or / (Ref($ocf_to_or, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_or_chg5,经营现金流/营收5日变化,"$ocf_to_or / (Ref($ocf_to_or, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_or_chg60,经营现金流/营收60日变化,"$ocf_to_or / (Ref($ocf_to_or, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_or_raw,经营现金流/营收(原始),$ocf_to_or,不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_profit_bias20,经营现金流/利润20日偏离,"($ocf_to_profit - Mean($ocf_to_profit, 20)) / (Std($ocf_to_profit, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_profit_chg20,经营现金流/利润20日变化,"$ocf_to_profit / (Ref($ocf_to_profit, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_profit_chg5,经营现金流/利润5日变化,"$ocf_to_profit / (Ref($ocf_to_profit, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_profit_chg60,经营现金流/利润60日变化,"$ocf_to_profit / (Ref($ocf_to_profit, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocf_to_profit_raw,经营现金流/利润(原始),$ocf_to_profit,不复权
wide_cashflow_leverage,wide_table,wide_ocfps_bias20,每股经营现金流20日偏离,"($ocfps - Mean($ocfps, 20)) / (Std($ocfps, 20) + 1e-12)",不复权
wide_cashflow_leverage,wide_table,wide_ocfps_chg20,每股经营现金流20日变化,"$ocfps / (Ref($ocfps, 20) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocfps_chg5,每股经营现金流5日变化,"$ocfps / (Ref($ocfps, 5) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocfps_chg60,每股经营现金流60日变化,"$ocfps / (Ref($ocfps, 60) + 1e-12) - 1",不复权
wide_cashflow_leverage,wide_table,wide_ocfps_raw,每股经营现金流(原始),$ocfps,不复权
wide_chip,wide_table,wide_cost_50pct_bias20,50%成本20日偏离,"($cost_50pct - Mean($cost_50pct, 20)) / (Std($cost_50pct, 20) + 1e-12)",不复权
wide_chip,wide_table,wide_cost_50pct_chg20,50%成本20日变化,"$cost_50pct / (Ref($cost_50pct, 20) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_50pct_chg5,50%成本5日变化,"$cost_50pct / (Ref($cost_50pct, 5) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_50pct_chg60,50%成本60日变化,"$cost_50pct / (Ref($cost_50pct, 60) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_50pct_raw,50%成本(原始),$cost_50pct,不复权
wide_chip,wide_table,wide_cost_5pct_bias20,5%成本20日偏离,"($cost_5pct - Mean($cost_5pct, 20)) / (Std($cost_5pct, 20) + 1e-12)",不复权
wide_chip,wide_table,wide_cost_5pct_chg20,5%成本20日变化,"$cost_5pct / (Ref($cost_5pct, 20) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_5pct_chg5,5%成本5日变化,"$cost_5pct / (Ref($cost_5pct, 5) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_5pct_chg60,5%成本60日变化,"$cost_5pct / (Ref($cost_5pct, 60) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_5pct_raw,5%成本(原始),$cost_5pct,不复权
wide_chip,wide_table,wide_cost_95pct_bias20,95%成本20日偏离,"($cost_95pct - Mean($cost_95pct, 20)) / (Std($cost_95pct, 20) + 1e-12)",不复权
wide_chip,wide_table,wide_cost_95pct_chg20,95%成本20日变化,"$cost_95pct / (Ref($cost_95pct, 20) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_95pct_chg5,95%成本5日变化,"$cost_95pct / (Ref($cost_95pct, 5) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_95pct_chg60,95%成本60日变化,"$cost_95pct / (Ref($cost_95pct, 60) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_cost_95pct_raw,95%成本(原始),$cost_95pct,不复权
wide_chip,wide_table,wide_weight_avg_cost_bias20,加权成本20日偏离,"($weight_avg_cost - Mean($weight_avg_cost, 20)) / (Std($weight_avg_cost, 20) + 1e-12)",不复权
wide_chip,wide_table,wide_weight_avg_cost_chg20,加权成本20日变化,"$weight_avg_cost / (Ref($weight_avg_cost, 20) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_weight_avg_cost_chg5,加权成本5日变化,"$weight_avg_cost / (Ref($weight_avg_cost, 5) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_weight_avg_cost_chg60,加权成本60日变化,"$weight_avg_cost / (Ref($weight_avg_cost, 60) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_weight_avg_cost_raw,加权成本(原始),$weight_avg_cost,不复权
wide_chip,wide_table,wide_winner_rate_bias20,获利比例20日偏离,"($winner_rate - Mean($winner_rate, 20)) / (Std($winner_rate, 20) + 1e-12)",不复权
wide_chip,wide_table,wide_winner_rate_chg20,获利比例20日变化,"$winner_rate / (Ref($winner_rate, 20) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_winner_rate_chg5,获利比例5日变化,"$winner_rate / (Ref($winner_rate, 5) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_winner_rate_chg60,获利比例60日变化,"$winner_rate / (Ref($winner_rate, 60) + 1e-12) - 1",不复权
wide_chip,wide_table,wide_winner_rate_raw,获利比例(原始),$winner_rate,不复权
wide_cross,wide_table,wide_attack_strength,攻击强度,$attack * $strength,不复权
wide_cross,wide_table,wide_buy_sell_diff_norm,净买入归一化,($buying - $selling) / ($buying + $selling + 1e-12),不复权
wide_cross,wide_table,wide_buy_sell_ratio,买卖比,$buying / ($selling + 1e-12),不复权
wide_cross,wide_table,wide_buy_sell_trend,资金流趋势,"Mean($buying / ($selling + 1e-12), 5) / (Mean($buying / ($selling + 1e-12), 20) + 1e-12)",不复权
wide_cross,wide_table,wide_cashflow_quality,现金流质量变化,"$ocf_to_profit - Ref($ocf_to_profit, 20)",不复权
wide_cross,wide_table,wide_chip_pressure,筹码压力,($close - $cost_50pct) / ($cost_95pct - $cost_5pct + 1e-12),不复权
wide_cross,wide_table,wide_chip_support,筹码支撑,($close - $cost_5pct) / ($close + 1e-12),不复权
wide_cross,wide_table,wide_cost_converge,筹码集中度,($cost_95pct - $cost_5pct) / ($close + 1e-12),不复权
wide_cross,wide_table,wide_cost_converge_chg,筹码集中度变化,"($cost_95pct - $cost_5pct) / ($close + 1e-12) - Ref(($cost_95pct - $cost_5pct) / ($close + 1e-12), 10)",不复权
wide_cross,wide_table,wide_earning_yield,盈利收益率,1.0 / ($pe_ttm + 1e-12),不复权
